state;district;year;full_name;party;grade
Alabama;1.0;2018;Robert Kennedy, Jr.;D;?
Alabama;1.0;2018;Bradley Byrne;R;A
Alabama;2.0;2018;Tabitha Isner;D;F
Alabama;2.0;2018;Martha Roby;R;A
Alabama;3.0;2018;Mallory Hagan;D;F
Alabama;3.0;2018;Mike Rogers;R;A+
Alabama;4.0;2018;Lee Auman;D;F
Alabama;4.0;2018;Robert Aderholt;R;A
Alabama;5.0;2018;Peter Joffrion;D;F
Alabama;5.0;2018;Mo Brooks;R;A
Alabama;6.0;2018;Danner Kline;D;F
Alabama;6.0;2018;Gary Palmer;R;A
Alabama;7.0;2018;Terri Sewell;D;D
Alaska;;2018;Alyse Galvin;D;?
Alaska;;2018;Don Young;R;A+
Arizona;1.0;2018;Tom O'Halleran;D;F
Arizona;1.0;2018;Wendy Rogers;R;AQ
Arizona;2.0;2018;Ann Kirkpatrick;D;F
Arizona;2.0;2018;Lea Marquez-Peterson;R;AQ
Arizona;3.0;2018;Raúl Grijalva;D;F
Arizona;3.0;2018;Nick Pierson;R;?
Arizona;4.0;2018;David Brill;D;F
Arizona;4.0;2018;Paul Gosar;R;A-
Arizona;5.0;2018;Joan Greene;D;F
Arizona;5.0;2018;Andy Biggs;R;A
Arizona;6.0;2018;Anita Malik;D;F
Arizona;6.0;2018;David Schweikert;R;A
Arizona;7.0;2018;Ruben Gallego;D;F
Arizona;8.0;2018;Hiral Tipirneni;D;F
Arizona;8.0;2018;Debbie Lesko;R;A
Arizona;9.0;2018;Greg Stanton;D;F
Arizona;9.0;2018;Steve Ferrara;R;AQ
Arkansas;1.0;2018;Chintan Desai;D;F
Arkansas;1.0;2018;Rick Crawford;R;A
Arkansas;2.0;2018;Clarke Tucker;D;F
Arkansas;2.0;2018;French Hill;R;A
Arkansas;3.0;2018;Josh Mahony;D;F
Arkansas;3.0;2018;Steve Womack;R;A
Arkansas;4.0;2018;Hayden Shamel;D;D
Arkansas;4.0;2018;Bruce Westerman;R;A
California;1.0;2018;Audrey Denney;D;F
California;1.0;2018;Doug LaMalfa;R;A
California;2.0;2018;Jared Huffman;D;F
California;2.0;2018;Dale Mensing;R;AQ
California;3.0;2018;John Garamendi;D;F
California;3.0;2018;Charlie Schaupp;R;AQ
California;4.0;2018;Jessica Morse;D;F
California;4.0;2018;Tom McClintock;R;A
California;5.0;2018;Mike Thompson;D;F
California;5.0;2018;Anthony Mills;NPP;?
California;6.0;2018;Doris Matsui;D;F
California;6.0;2018;Jrmar Jefferson;D;?
California;7.0;2018;Ami Bera;D;F
California;7.0;2018;Andrew Grant;R;AQ
California;8.0;2018;Paul Cook;R;A
California;8.0;2018;Tim Donnelly;R;A
California;9.0;2018;Jerry McNerney;D;F
California;9.0;2018;Marla Livengood;R;AQ
California;10.0;2018;Josh Harder;D;F
California;10.0;2018;Jeff Denham;R;A
California;11.0;2018;Mark DeSaulnier;D;F
California;11.0;2018;John Fitzgerald;R;?
California;12.0;2018;Nancy Pelosi;D;F
California;12.0;2018;Lisa Remmer;R;AQ
California;13.0;2018;Barbara Lee;D;F
California;13.0;2018;Laura Wells;GR;?
California;14.0;2018;Jackie Speier;D;F
California;14.0;2018;Cristina Osmena;R;?
California;15.0;2018;Eric Swalwell;D;F
California;15.0;2018;Rudy Peters;R;AQ
California;16.0;2018;Jim Costa;D;F
California;16.0;2018;Elizabeth Heng;R;?
California;17.0;2018;Ro Khanna;D;F
California;17.0;2018;Ron Cohen;R;?
California;18.0;2018;Anna Eshoo;D;F
California;18.0;2018;Christine Russell;R;?
California;19.0;2018;Zoe Lofgren;D;F
California;19.0;2018;Justin Aguilera;R;AQ
California;20.0;2018;Jimmy Panetta;D;F
California;20.0;2018;Ronald Kabat;NPP;AQ
California;21.0;2018;T.J. Cox;D;F
California;21.0;2018;David Valadao;R;A
California;22.0;2018;Andrew Janz;D;F
California;22.0;2018;Devin Nunes;R;A
California;23.0;2018;Tatiana Matta;D;F
California;23.0;2018;Kevin McCarthy;R;A+
California;24.0;2018;Salud Carbajal;D;F
California;24.0;2018;Justin Fareed;R;AQ
California;25.0;2018;Katie Hill;D;F
California;25.0;2018;Steve Knight;R;A
California;26.0;2018;Julia Brownley;D;F
California;26.0;2018;Antonio Sabato, Jr.;R;AQ
California;27.0;2018;Judy Chu;D;F
California;27.0;2018;Bryan Witt;D;F
California;28.0;2018;Adam Schiff;D;F
California;28.0;2018;Johnny Nalbandian;R;AQ
California;29.0;2018;Tony Cardenas;D;F
California;29.0;2018;Benito Benny Bernal;R;AQ
California;30.0;2018;Brad Sherman;D;F
California;30.0;2018;Mark Reed;R;AQ
California;31.0;2018;Pete Aguilar;D;F
California;31.0;2018;Sean Flynn;R;AQ
California;32.0;2018;Grace Napolitano;D;F
California;32.0;2018;Joshua Scott;R;?
California;33.0;2018;Ted Lieu;D;F
California;33.0;2018;Kenneth Wright;R;?
California;34.0;2018;Jimmy Gomez;D;F
California;34.0;2018;Kenneth Mejia;GR;?
California;35.0;2018;Norma Torres;D;F
California;35.0;2018;Christian Valiente;R;?
California;36.0;2018;Raul Ruiz;D;F
California;36.0;2018;Kimberlin Brown Pelzer;R;AQ
California;37.0;2018;Karen Bass;D;F
California;37.0;2018;Ron Bassilian;R;?
California;38.0;2018;Linda Sanchez;D;F
California;38.0;2018;Ryan Downing;R;?
California;39.0;2018;Gil Cisneros;D;F
California;39.0;2018;Young Kim;R;A
California;40.0;2018;Lucille Roybal-Allard;D;F
California;40.0;2018;Rodolfo Cortes Barragan;GR;?
California;41.0;2018;Mark Takano;D;F
California;41.0;2018;Aja Smith;R;AQ
California;42.0;2018;Julia Peacock;D;F
California;42.0;2018;Ken Calvert;R;A
California;43.0;2018;Maxine Waters;D;F
California;43.0;2018;Omar Navarro;R;AQ
California;44.0;2018;Nanette Barragan;D;F
California;44.0;2018;Aja Brown;D;F
California;45.0;2018;Katie Porter;D;F
California;45.0;2018;Mimi Walters;R;A
California;46.0;2018;Lou Correa;D;F
California;46.0;2018;Russell Lambert;R;AQ
California;47.0;2018;Alan Lowenthal;D;F
California;47.0;2018;John Briscoe;R;AQ
California;48.0;2018;Harley Rouda;D;F
California;48.0;2018;Dana Rohrabacher;R;A
California;49.0;2018;Mike Levin;D;F
California;49.0;2018;Diane Harkey;R;A
California;50.0;2018;Ammar Campa-Najjar;D;F
California;50.0;2018;Duncan Hunter;R;A
California;51.0;2018;Juan Vargas;D;F
California;51.0;2018;Juan Hidalgo Jr.;R;AQ
California;52.0;2018;Scott Peters;D;F
California;52.0;2018;Omar Qudrat;R;?
California;53.0;2018;Susan Davis;D;F
California;53.0;2018;Morgan Murtaugh;R;?
Colorado;1.0;2018;Diana DeGette;D;F
Colorado;1.0;2018;"Charles ""Casper"" Stockham";R;AQ
Colorado;2.0;2018;Joe Neguse;D;F
Colorado;2.0;2018;Peter Yu;R;?
Colorado;3.0;2018;Diane Mitsch Bush;D;F
Colorado;3.0;2018;Scott Tipton;R;A
Colorado;4.0;2018;Karen McCormick;D;F
Colorado;4.0;2018;Ken Buck;R;A-
Colorado;5.0;2018;Stephany Rose Spaulding;D;F
Colorado;5.0;2018;Doug Lamborn;R;A
Colorado;6.0;2018;Jason Crow;D;F
Colorado;6.0;2018;Mike Coffman;R;A
Colorado;7.0;2018;Ed Perlmutter;D;F
Colorado;7.0;2018;Mark Barrington;R;?
Connecticut;1.0;2018;John Larson;D;F
Connecticut;1.0;2018;Jennifer Nye;R;?
Connecticut;2.0;2018;Joe Courtney;D;F
Connecticut;2.0;2018;Dan Postemski;R;AQ
Connecticut;3.0;2018;Rosa DeLauro;D;F
Connecticut;3.0;2018;Angel Cadena;R;?
Connecticut;4.0;2018;Jim Himes;D;F
Connecticut;4.0;2018;Harry Arora;R;D
Connecticut;5.0;2018;Jahana Hayes;D;F
Connecticut;5.0;2018;Manny Santos;R;AQ
Delaware;1.0;2018;Lisa Blunt Rochester;D;F
Delaware;1.0;2018;Scott Walker;R;?
Florida;1.0;2018;Jennifer Zimmerman;D;Fx
Florida;1.0;2018;Matt Gaetz;R;A+
Florida;2.0;2018;Bob Rackleff;D;Fx
Florida;2.0;2018;Neal Dunn;R;A
Florida;3.0;2018;Yvonne Hayes Hinson;D;Fx
Florida;3.0;2018;Ted Yoho;R;A
Florida;4.0;2018;Ges Selmont;D;Fx
Florida;4.0;2018;John Rutherford;R;A
Florida;5.0;2018;Al Lawson;D;F
Florida;5.0;2018;Virginia Fuller;R;?
Florida;6.0;2018;Nancy Soderberg;D;F
Florida;6.0;2018;Mike Waltz;R;AQ
Florida;7.0;2018;Stephanie Murphy;D;Fx
Florida;7.0;2018;Mike Miller;R;A
Florida;8.0;2018;Sanjay Patel;D;Fx
Florida;8.0;2018;Bill Posey;R;A
Florida;9.0;2018;Darren Soto;D;Fx
Florida;9.0;2018;Wayne Liebnitzky;R;AQ
Florida;10.0;2018;Val Demings;D;Fx
Florida;11.0;2018;Dana Cottrell;D;Fx
Florida;11.0;2018;Daniel Webster;R;A
Florida;12.0;2018;Chris Hunter;D;Fx
Florida;12.0;2018;Gus Bilirakis;R;A
Florida;13.0;2018;Charlie Crist;D;Fx
Florida;13.0;2018;George Buck;R;AQ
Florida;14.0;2018;Kathy Castor;D;F
Florida;15.0;2018;Kristen Carlson;D;Fx
Florida;15.0;2018;Ross Spano;R;A+
Florida;16.0;2018;David Shapiro;D;Fx
Florida;16.0;2018;Vern Buchanan;R;A
Florida;17.0;2018;April Freeman;D;F
Florida;17.0;2018;Greg Steube;R;A+
Florida;18.0;2018;Lauren Baer;D;Fx
Florida;18.0;2018;Brian Mast;R;F
Florida;19.0;2018;David Holden;D;Fx
Florida;19.0;2018;Francis Rooney;R;A
Florida;20.0;2018;Alcee Hastings;D;Fx
Florida;21.0;2018;Lois Frankel;D;F
Florida;22.0;2018;Ted Deutch;D;Fx
Florida;22.0;2018;Nicolas Kimaz;R;AQ
Florida;23.0;2018;Debbie Wasserman Schultz;D;Fx
Florida;23.0;2018;Joe Kaufman;R;AQ
Florida;24.0;2018;Frederica Wilson;D;F
Florida;25.0;2018;Mary Barzee Flores;D;Fx
Florida;25.0;2018;Mario Diaz-Balart;R;A
Florida;26.0;2018;Debbie Mucarsel-Powell;D;Fx
Florida;26.0;2018;Carlos Curbelo;R;Fx
Florida;27.0;2018;Donna Shalala;D;Fx
Florida;27.0;2018;Maria Elvira Salazar;R;?
Georgia;1.0;2018;Lisa M. Ring;D;F
Georgia;1.0;2018;"Earl L. ""Buddy"" Carter";R;A
Georgia;2.0;2018;Sanford Bishop;D;A
Georgia;2.0;2018;Herman West Jr.;R;AQ
Georgia;3.0;2018;Chuck Enderlin;D;F
Georgia;3.0;2018;Drew Ferguson;R;A
Georgia;4.0;2018;"Henry C. ""Hank"" Johnson, Jr.";D;F
Georgia;4.0;2018;Joe Profit;R;?
Georgia;5.0;2018;John R. Lewis;D;F
Georgia;6.0;2018;Lucy McBath;D;F
Georgia;6.0;2018;Karen Handel;R;A
Georgia;7.0;2018;Carolyn Bourdeaux;D;F
Georgia;7.0;2018;Rob Woodall;R;A
Georgia;8.0;2018;Austin Scott;R;A
Georgia;9.0;2018;Josh McCall;D;F
Georgia;9.0;2018;Doug Collins;R;A
Georgia;10.0;2018;Tabitha A. Johnson-Green;D;F
Georgia;10.0;2018;Jody Hice;R;A
Georgia;11.0;2018;Flynn D. Broady, Jr.;D;F
Georgia;11.0;2018;Barry Loudermilk;R;A
Georgia;12.0;2018;Francys Johnson;D;F
Georgia;12.0;2018;Rick W. Allen;R;A
Georgia;13.0;2018;David Scott;D;F
Georgia;13.0;2018;David Callahan;R;B-
Georgia;14.0;2018;Steven Lamar Foster;D;D
Georgia;14.0;2018;Tom Graves;R;A+
Hawaii;1.0;2018;Ed Case;D;F
Hawaii;1.0;2018;Cam Cavasso;R;AQ
Hawaii;2.0;2018;Tulsi Gabbard;D;F
Hawaii;2.0;2018;Brian Evans;R;AQ
Idaho;1.0;2018;Cristina McNeil;D;?
Idaho;1.0;2018;Russ Fulcher;R;A+
Idaho;2.0;2018;Aaron Swisher;D;D
Idaho;2.0;2018;Mike Simpson;R;A
Illinois;1.0;2018;Bobby Rush;D;F
Illinois;1.0;2018;Jimmie Lee Tillman II;R;?
Illinois;2.0;2018;Robin Kelly;D;F
Illinois;2.0;2018;David Merkle;R;B+
Illinois;3.0;2018;Dan Lipinski;D;F
Illinois;3.0;2018;Art Jones;R;?
Illinois;4.0;2018;"Jesus ""Chuy"" Garcia";D;F
Illinois;4.0;2018;Mark Lorch;R;?
Illinois;5.0;2018;Mike Quigley;D;F
Illinois;5.0;2018;Tom Hanson;R;?
Illinois;6.0;2018;Sean Casten;D;F
Illinois;6.0;2018;Peter Roskam;R;B-
Illinois;7.0;2018;Danny K. Davis;D;F
Illinois;7.0;2018;Craig Cameron;R;B-
Illinois;8.0;2018;Raja Krishnamoorthi;D;F
Illinois;8.0;2018;"Jitendra ""JD"" Diganvker";R;?
Illinois;9.0;2018;Jan Schakowsky;D;F
Illinois;9.0;2018;John Elleson;R;AQ
Illinois;10.0;2018;Brad Schneider;D;F
Illinois;10.0;2018;Doug Bennett;R;AQ
Illinois;11.0;2018;Bill Foster;D;F
Illinois;11.0;2018;Nick Stella;R;?
Illinois;12.0;2018;Brendan Kelly;D;B
Illinois;12.0;2018;Mike Bost;R;A
Illinois;13.0;2018;Betsy Dirksen Londrigan;D;F
Illinois;13.0;2018;Rodney Davis;R;A
Illinois;14.0;2018;Lauren Underwood;D;F
Illinois;14.0;2018;Randy Hultgren;R;A
Illinois;15.0;2018;Kevin Gaither;D;D
Illinois;15.0;2018;John Shimkus;R;A
Illinois;16.0;2018;Sara Dady;D;F
Illinois;16.0;2018;Adam Kinzinger;R;A
Illinois;17.0;2018;Cheri Bustos;D;F
Illinois;17.0;2018;Bill Fawell;R;AQ
Illinois;18.0;2018;Junius Rodriguez;D;F
Illinois;18.0;2018;Darin LaHood;R;A
Indiana;1.0;2018;Peter Visclosky;D;F
Indiana;1.0;2018;Mark Leyva;R;?
Indiana;2.0;2018;Mel Hall;D;F
Indiana;2.0;2018;Jackie Walorski;R;A
Indiana;3.0;2018;Courtney Tritch;D;F
Indiana;3.0;2018;Jim Banks;R;A
Indiana;4.0;2018;Tobi Beck;D;D
Indiana;4.0;2018;Jim Baird;R;A
Indiana;5.0;2018;Dee Thornton;D;F
Indiana;5.0;2018;Susan Brooks;R;A-
Indiana;6.0;2018;Jeannine Lee Lake;D;F
Indiana;6.0;2018;Greg Pence;R;AQ
Indiana;7.0;2018;Andre Carson;D;F
Indiana;7.0;2018;Wayne Harmon;R;?
Indiana;8.0;2018;William Tanoos;D;?
Indiana;8.0;2018;Larry Bucshon;R;A
Indiana;9.0;2018;Liz Watson;D;F
Indiana;9.0;2018;Trey Hollingsworth;R;A
Iowa;1.0;2018;Abby Finkenauer;D;F
Iowa;1.0;2018;Rod Blum;R;A
Iowa;2.0;2018;Dave Loebsack;D;F
Iowa;2.0;2018;Christopher Peters;R;AQ
Iowa;3.0;2018;Cindy Axne;D;F
Iowa;3.0;2018;David Young;R;A
Iowa;4.0;2018;J.D. Scholten;D;F
Iowa;4.0;2018;Steve King;R;A-
Kansas;1.0;2018;Alan LaPolice;D;F
Kansas;1.0;2018;Roger Marshall;R;A
Kansas;2.0;2018;Paul Davis;D;?
Kansas;2.0;2018;Steve Watkins;R;AQ
Kansas;3.0;2018;Sharice Davids;D;F
Kansas;3.0;2018;Kevin Yoder;R;A
Kansas;4.0;2018;James A. Thompson;D;F
Kansas;4.0;2018;Ron Estes;R;A
Kentucky;1.0;2018;Paul Walker;D;F
Kentucky;1.0;2018;James R. Comer;R;A
Kentucky;2.0;2018;Hank Linderman;D;?
Kentucky;2.0;2018;Brett Guthrie;R;A
Kentucky;3.0;2018;John Yarmuth;D;F
Kentucky;3.0;2018;Vickie Yates B. Glisson;R;AQ
Kentucky;4.0;2018;Seth Hall;D;F
Kentucky;4.0;2018;Thomas Massie;R;B
Kentucky;5.0;2018;Kenneth S. Stepp;D;AQ
Kentucky;5.0;2018;"Harold ""Hal"" Rogers";R;A
Kentucky;6.0;2018;Amy McGrath;D;F
Kentucky;6.0;2018;Andy Barr;R;A
Louisiana;1.0;2018;Lee Ann Dugas;D;F
Louisiana;1.0;2018;Jim Francis;D;F
Louisiana;1.0;2018;Tammy Savoie;D;F
Louisiana;1.0;2018;Steve Scalise;R;A+
Louisiana;2.0;2018;Cedric Richmond;D;F
Louisiana;3.0;2018;Rob Anderson;D;B
Louisiana;3.0;2018;Mimi Methvin;D;F
Louisiana;3.0;2018;Larry Rader;D;?
Louisiana;3.0;2018;Verone Thomas;D;?
Louisiana;3.0;2018;Clay Higgins;R;A
Louisiana;3.0;2018;Josh Guillory;R;AQ
Louisiana;4.0;2018;Ryan Trundle;D;F
Louisiana;4.0;2018;Mike Johnson;R;A
Louisiana;5.0;2018;Jessee Fleenor;D;?
Louisiana;5.0;2018;Ralph Abraham;R;A
Louisiana;6.0;2018;Justin Dewitt;D;?
Louisiana;6.0;2018;Garret Graves;R;A
Louisiana;6.0;2018;Andie Saizan;R;F
Maine;1.0;2018;Chellie Pingree;D;F
Maine;1.0;2018;Mark Holbrook;R;AQ
Maine;2.0;2018;Jared Golden;D;D
Maine;2.0;2018;Bruce Poliquin;R;A
Maryland;1.0;2018;Jesse Colvin;D;F
Maryland;1.0;2018;Andy Harris;R;A
Maryland;2.0;2018;C.A. Dutch Ruppersberger;D;F
Maryland;2.0;2018;Liz Matory;R;?
Maryland;3.0;2018;John Sarbanes;D;F
Maryland;3.0;2018;Charles Anthony;R;?
Maryland;4.0;2018;Anthony Brown;D;F
Maryland;4.0;2018;George McDermott;R;F
Maryland;5.0;2018;Steny Hoyer;D;F
Maryland;5.0;2018;Bill Devine;R;AQ
Maryland;6.0;2018;David Trone;D;F
Maryland;6.0;2018;Amie Hoeber;R;AQ
Maryland;7.0;2018;Elijah Cummings;D;F
Maryland;7.0;2018;Richmond Davis;R;?
Maryland;8.0;2018;Jamie Raskin;D;F
Maryland;8.0;2018;John Walsh;R;F
Massachusetts;1.0;2018;Richard Neal;D;F
Massachusetts;2.0;2018;Jim McGovern;D;F
Massachusetts;2.0;2018;Tracy Lovvorn;R;?
Massachusetts;3.0;2018;Lori Trahan;D;F
Massachusetts;3.0;2018;Rick Green;R;?
Massachusetts;4.0;2018;Joe Kennedy III;D;F
Massachusetts;5.0;2018;Katherine Clark;D;F
Massachusetts;5.0;2018;John Hugo;R;AQ
Massachusetts;6.0;2018;Seth Moulton;D;F
Massachusetts;6.0;2018;Joe Schneider;R;?
Massachusetts;7.0;2018;Ayanna Pressley;D;F
Massachusetts;8.0;2018;Stephen Lynch;D;F
Massachusetts;9.0;2018;Bill Keating;D;F
Massachusetts;9.0;2018;Peter Tedeschi;R;F
Michigan;1.0;2018;Matt Morgan;D;D
Michigan;1.0;2018;Jack Bergman;R;A
Michigan;2.0;2018;Rob Davidson;D;F
Michigan;2.0;2018;Bill Huizenga;R;A
Michigan;3.0;2018;Cathy Albro;D;F
Michigan;3.0;2018;Justin Amash;R;B-
Michigan;4.0;2018;Jerry Hilliard;D;F
Michigan;4.0;2018;John Moolenaar;R;A
Michigan;5.0;2018;Dan Kildee;D;F
Michigan;5.0;2018;Travis Wines;R;?
Michigan;6.0;2018;Matt Longjohn;D;F
Michigan;6.0;2018;Fred Upton;R;B
Michigan;7.0;2018;Gretchen Driskell;D;F
Michigan;7.0;2018;Tim Walberg;R;A
Michigan;8.0;2018;Elissa Slotkin;D;F
Michigan;8.0;2018;Mike Bishop;R;A
Michigan;9.0;2018;Andy Levin;D;F
Michigan;9.0;2018;Candius Stearns;R;AQ
Michigan;10.0;2018;Kimberly Bizon;D;F
Michigan;10.0;2018;Paul Mitchell;R;A
Michigan;11.0;2018;Haley Stevens;D;F
Michigan;11.0;2018;Lena Epstein;R;AQ
Michigan;12.0;2018;Debbie Dingell;D;F
Michigan;12.0;2018;Jeff Jones;R;AQ
Michigan;13.0;2018;Rashida Tlaib;D;F
Michigan;14.0;2018;Brenda Lawrence;D;F
Michigan;14.0;2018;Marc S. Herschfus;R;?
Minnesota;1.0;2018;Dan Feehan;DFL;F
Minnesota;1.0;2018;Jim Hagedorn;R;AQ
Minnesota;2.0;2018;Angie Craig;DFL;F
Minnesota;2.0;2018;Jason Lewis;R;A
Minnesota;3.0;2018;Dean Phillips;DFL;F
Minnesota;3.0;2018;Erik Paulsen;R;A
